STATION,STATION_NAME,DATE,CLDD,HTDD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USC00179826,WATERVILLE WWTP ME US,19360901,188,967,651,-9999,311,-11,229,86,157
GHCND:USC00179826,WATERVILLE WWTP ME US,19361001,0,2852,1304,-9999,239,-100,164,18,91
GHCND:USC00179826,WATERVILLE WWTP ME US,19361101,0,5236,460,77,161,-189,56,-52,2
GHCND:USC00179826,WATERVILLE WWTP ME US,19361201,0,6586,1544,51,122,-211,27,-86,-29
GHCND:USC00179826,WATERVILLE WWTP ME US,19370101,0,6572,750,89,106,-206,31,-89,-29
GHCND:USC00179826,WATERVILLE WWTP ME US,19370201,0,5851,798,305,106,-189,34,-86,-26
GHCND:USC00179826,WATERVILLE WWTP ME US,19370301,0,6395,898,268,83,-183,42,-88,-23
GHCND:USC00179826,WATERVILLE WWTP ME US,19370401,0,3547,912,-9999,228,-72,139,-9,65
GHCND:USC00179826,WATERVILLE WWTP ME US,19370501,54,1297,1568,-9999,339,6,226,57,142
GHCND:USC00179826,WATERVILLE WWTP ME US,19370601,310,208,865,-9999,344,61,264,109,186
